filename,arm_name,intervention_type,screening,1_month,3_months,6_months,9_months,12_months,cycle_length,visit_pattern,error,publication_year
PMID 34309665 a_Summary_SoE.pdf,Experimental Arm (Sequential Bevacizumab + FOLFOX/OXXEL),intervention,2.0,8.0,21.0,39.0,45.0,51.0,14.0,"Day 1 (Bevacizumab), Day 5 (Chemotherapy), and Day 8 (Weekly blood count) per 14-day cycle. Maintenance: Day 1 (Bevacizumab) every 21 days.",,2021.0
PMID 34320285 a_Summary_SoE.pdf,Arm A (Anastrozole 2 years),intervention,1.0,0.0,0.0,1.0,1.0,2.0,,Screening visit followed by visits at 6 months and 12 months within the first year.,,2021.0
PMID 34320285 a_Summary_SoE.pdf,Arm B (Anastrozole 5 years),control,1.0,0.0,0.0,1.0,1.0,2.0,,Screening visit followed by visits at 6 months and 12 months within the first year.,,2021.0
PMID 34341578 CT_Summary_SoE.pdf,Arm A (Toripalimab + Chemotherapy),intervention,2.0,4.0,9.0,15.0,19.0,24.0,21.0,During chemotherapy (Cycles 1-6): Days 1 and 8 of each 21-day cycle. During maintenance (Cycle 7+): Day 1 of each 21-day cycle.,,2021.0
PMID 34341578 CT_Summary_SoE.pdf,Arm B (Placebo + Chemotherapy),control,2.0,4.0,9.0,15.0,19.0,24.0,21.0,During chemotherapy (Cycles 1-6): Days 1 and 8 of each 21-day cycle. During maintenance (Cycle 7+): Day 1 of each 21-day cycle.,,2021.0
PMID 34343033 a_Summary_SoE.pdf,Arm A (Avapritinib),intervention,1.0,3.0,6.0,8.0,9.0,11.0,28.0,"C1D1, C1D15, C2D1, C2D15, C3D1, C4D1, C5D1, then odd cycles (C7, C9, C11, C13) Day 1.",,2021.0
PMID 34343033 a_Summary_SoE.pdf,Arm B (Regorafenib),control,1.0,3.0,6.0,8.0,9.0,11.0,28.0,"C1D1, C1D15, C2D1, C2D15, C3D1, C4D1, C5D1, then odd cycles (C7, C9, C11, C13) Day 1.",,2021.0
PMID 34357781 a_Summary_SoE.pdf,Arm A (Exemestane + Entinostat),intervention,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening (Baseline), Cycle 1 Day 1, Cycle 1 Day 15, then Day 1 of every subsequent 28-day cycle.",,2021.0
PMID 34357781 a_Summary_SoE.pdf,Arm B (Exemestane + Placebo),control,1.0,3.0,5.0,8.0,11.0,15.0,28.0,"Screening (Baseline), Cycle 1 Day 1, Cycle 1 Day 15, then Day 1 of every subsequent 28-day cycle.",,2021.0
PMID 34363762 CT_Summary_SoE.pdf,Arm A (Chemotherapy alone followed by observation),control,1.0,5.0,13.0,20.0,22.0,24.0,21.0,"Weekly visits (Days 1, 8, 15) during 6 cycles of chemotherapy; followed by observation visits every 6 weeks (Day 1 of maintenance cycles).",,2021.0
PMID 34363762 CT_Summary_SoE.pdf,Arm B (Chemotherapy alone followed by avelumab maintenance),intervention,1.0,5.0,13.0,22.0,29.0,36.0,21.0,"Weekly visits (Days 1, 8, 15) during 6 cycles of chemotherapy; followed by maintenance visits every 2 weeks (Days 1, 15, 29 of 6-week maintenance cycles).",,2021.0
PMID 34363762 CT_Summary_SoE.pdf,Arm C (Avelumab in combination with chemotherapy followed by avelumab maintenance),intervention,1.0,5.0,13.0,22.0,29.0,36.0,21.0,"Weekly visits (Days 1, 8, 15) during 6 cycles of chemotherapy; followed by maintenance visits every 2 weeks (Days 1, 15, 29 of 6-week maintenance cycles).",,2021.0
PMID 34383006a_Summary_SoE.pdf,Arm A (Accelerated hypofractionated IGRT),intervention,3.0,15.0,16.0,17.0,18.0,19.0,0.0,Daily fractions (5 days/week) for 3 weeks (15 fractions total).,,2021.0
PMID 34383006a_Summary_SoE.pdf,Arm B (Conventional radiation),control,3.0,20.0,31.0,32.0,33.0,34.0,0.0,Daily fractions (5 days/week) for 6 weeks (30 fractions total).,,2021.0
PMID 34407342 a_Summary_SoE.pdf,Arm A (Pembrolizumab),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,One visit every 3 weeks (21 days) for drug administration and assessments.,,2021.0
PMID 34407342 a_Summary_SoE.pdf,Arm B (Placebo),control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,One visit every 3 weeks (21 days) for placebo administration and assessments.,,2021.0
PMID 34407542 a_Summary_SoE.pdf,Asciminib 40 mg twice daily,intervention,1.0,3.0,7.0,11.0,14.0,18.0,28.0,"W1D1, W2D1, then every 2 weeks to W16, then every 4 weeks to W96",,2021.0
PMID 34407542 a_Summary_SoE.pdf,Bosutinib 500 mg once daily,control,1.0,3.0,7.0,11.0,14.0,18.0,28.0,"W1D1, W2D1, then every 2 weeks to W16, then every 4 weeks to W96",,2021.0
PMID 34418665 CT_Summary_SoE.pdf,Arm A (Cetuximab + Cisplatin + 5-FU),intervention,1.0,13.0,33.0,50.0,63.0,78.0,21.0,"Chemotherapy phase (Cycles 1-6): Days 1-5 (inpatient), Day 8, Day 15. Monotherapy phase (>6 cycles): Days 1, 8, 15.",,2021.0
PMID 34418665 CT_Summary_SoE.pdf,Arm B (Cisplatin + 5-FU),control,1.0,10.0,25.0,31.0,33.0,36.0,21.0,Chemotherapy phase (Cycles 1-6): Days 1-5 (inpatient). Post-treatment: Tumor assessments every 6 weeks.,,2021.0
PMID 34454674 a_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Cisplatin + 5-FU),intervention,1.0,4.0,10.0,18.0,26.0,36.0,21.0,2 days per cycle (Day 1 for infusions/labs/clinic and Day 5 for 5-FU pump disconnection),,2021.0
PMID 34454674 a_Summary_SoE.pdf,Arm 2 (Placebo + Cisplatin + 5-FU),control,1.0,4.0,10.0,18.0,26.0,36.0,21.0,2 days per cycle (Day 1 for infusions/labs/clinic and Day 5 for 5-FU pump disconnection),,2021.0
PMID 34459214 CT_Summary_SoE.pdf,Degarelix (GnRH Receptor Antagonist),intervention,1.0,2.0,4.0,7.0,10.0,13.0,28.0,Monthly visits (every 28 days) for 12 months.,,2021.0
PMID 34459214 CT_Summary_SoE.pdf,Leuprolide (GnRH Receptor Agonist),control,1.0,2.0,4.0,7.0,10.0,13.0,84.0,"Monthly clinic visits for assessments, with drug administration every 3 months (Visits 2, 5, 8, 11).",,2021.0
PMID 34534429 a_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Chemotherapy),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Visits occur on Day 1 of every 21-day cycle (Q3W).,,2021.0
PMID 34534429 a_Summary_SoE.pdf,Arm 2 (Placebo + Chemotherapy),control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Visits occur on Day 1 of every 21-day cycle (Q3W).,,2021.0
PMID 34600602 a_Summary_SoE.pdf,Arm A (Apalutamide + Abiraterone Acetate + Prednisone),intervention,2.0,3.0,7.0,10.0,13.0,17.0,28.0,Cycles 1-3: Day 1 and Day 15. Cycle 4 onwards: Day 1 only.,,2021.0
PMID 34600602 a_Summary_SoE.pdf,Arm B (Placebo + Abiraterone Acetate + Prednisone),control,2.0,3.0,7.0,10.0,13.0,17.0,28.0,Cycles 1-3: Day 1 and Day 15. Cycle 4 onwards: Day 1 only.,,2021.0
PMID 34652968 a_Summary_SoE.pdf,Regimen A (VDC1200/IE),control,3.0,10.0,26.0,50.0,66.0,67.0,14.0,"Induction (6 cycles of 2 weeks), Local Control (2 weeks), Consolidation (11 cycles of 2 weeks).",,2021.0
PMID 34652968 a_Summary_SoE.pdf,Regimen B (VTC250/IE/VDC1200),intervention,3.0,13.0,30.0,61.0,83.0,84.0,14.0,"Induction (6 cycles of 2 weeks), Local Control (2 weeks), Consolidation (11 cycles of 2 weeks). Regimen B adds vincristine-topotecan-cyclophosphamide (VTC) cycles.",,2021.0
PMID 34661177 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Carboplatin + Paclitaxel/nab-paclitaxel),intervention,1.0,5.0,13.0,17.0,21.0,26.0,21.0,"Cycles 1-4: Days 1, 8, and 15; Cycles 5 and beyond: Day 1 only.",,2021.0
PMID 34661177 CT_Summary_SoE.pdf,Arm 2 (Saline Placebo + Carboplatin + Paclitaxel/nab-paclitaxel),control,1.0,5.0,13.0,17.0,21.0,26.0,21.0,"Cycles 1-4: Days 1, 8, and 15; Cycles 5 and beyond: Day 1 only.",,2021.0
PMID 34808255 CT_Summary_SoE.pdf,Arm 2 (Gabapentin),intervention,1.0,22.0,36.0,36.0,36.0,36.0,1.0,Daily radiation therapy (5 days/week) for 7 weeks (35 fractions total). Weekly assessments occur on treatment days. One screening visit and one 6-week post-treatment follow-up visit.,,2022.0
PMID 34808255 CT_Summary_SoE.pdf,Arm 1 (Placebo Control),control,1.0,22.0,36.0,36.0,36.0,36.0,1.0,Daily radiation therapy (5 days/week) for 7 weeks (35 fractions total). Weekly assessments occur on treatment days. One screening visit and one 6-week post-treatment follow-up visit.,,2022.0
PMID 34855460 a_Summary_SoE.pdf,Arm A (CD34 Selected PBSC),intervention,2.0,11.0,18.0,20.0,21.0,22.0,,"Conditioning (Days -9 to -2), Transplant (Day 0), then weekly through Day 63, then Days 100, 150, 180, 270, 365.",,2022.0
PMID 34855460 a_Summary_SoE.pdf,Arm B (BM/PTCy),intervention,2.0,12.0,18.0,20.0,21.0,22.0,,"Conditioning (Days -7 to -2), Transplant (Day 0), Post-transplant Cy (Days 3, 4), then weekly through Day 63, then Days 100, 150, 180, 270, 365.",,2022.0
PMID 34855460 a_Summary_SoE.pdf,Arm C (Control - BM/Tac/Mtx),control,2.0,14.0,20.0,22.0,23.0,24.0,,"Conditioning (Days -7 to -2), Transplant (Day 0), Post-transplant Mtx (Days 1, 3, 6, 11), then weekly through Day 63, then Days 100, 150, 180, 270, 365.",,2022.0
PMID 34874182 a_Summary_SoE.pdf,Arm A (Palbociclib + Endocrine Therapy),intervention,0.0,0.0,0.0,0.0,0.0,0.0,28.0,Not specified in the provided document.,,2022.0
PMID 34874182 a_Summary_SoE.pdf,Arm B (Endocrine Therapy alone),control,0.0,0.0,0.0,0.0,0.0,0.0,,Not specified in the provided document.,,2022.0
PMID 34882169 a_Summary_SoE.pdf,Armodafinil 150mg,intervention,2.0,1.0,2.0,2.0,2.0,2.0,28.0,"Screening visit (eligibility), Baseline visit (pre-treatment), Week 4 visit, Week 8 visit",,2022.0
PMID 34882169 a_Summary_SoE.pdf,Armodafinil 250mg,intervention,2.0,1.0,2.0,2.0,2.0,2.0,28.0,"Screening visit (eligibility), Baseline visit (pre-treatment), Week 4 visit, Week 8 visit",,2022.0
PMID 34882169 a_Summary_SoE.pdf,Placebo,control,2.0,1.0,2.0,2.0,2.0,2.0,28.0,"Screening visit (eligibility), Baseline visit (pre-treatment), Week 4 visit, Week 8 visit",,2022.0
PMID 34890060 CT_Summary_SoE.pdf,Arm A (Pre- and During-consultation Decision Aids),intervention,3.0,1.0,1.0,1.0,1.0,2.0,0.0,"Screening (H&P, PSA, Biopsy), Day 1 (Consultation/Intervention), Month 12 (Follow-up visit)",,2022.0
PMID 34890060 CT_Summary_SoE.pdf,Arm B (Pre-consultation Decision Aid only),intervention,3.0,1.0,1.0,1.0,1.0,2.0,0.0,"Screening (H&P, PSA, Biopsy), Day 1 (Consultation/Intervention), Month 12 (Follow-up visit)",,2022.0
PMID 34890060 CT_Summary_SoE.pdf,Arm C (During-consultation Decision Aid only),intervention,3.0,1.0,1.0,1.0,1.0,2.0,0.0,"Screening (H&P, PSA, Biopsy), Day 1 (Consultation/Intervention), Month 12 (Follow-up visit)",,2022.0
PMID 34890060 CT_Summary_SoE.pdf,Arm D (Usual Care),control,3.0,1.0,1.0,1.0,1.0,2.0,0.0,"Screening (H&P, PSA, Biopsy), Day 1 (Consultation), Month 12 (Follow-up visit)",,2022.0
PMID 34890214 a_Summary_SoE.pdf,Arm 1 (Trastuzumab + Pertuzumab + Taxane),control,2.0,2.0,6.0,18.0,22.0,27.0,21.0,"Anthracycline phase: Day 1 of 4 cycles (q3w). HER2 phase: Cycles 1-4 involve weekly visits (Day 1, 8, 15) for taxane administration; Cycles 5-18 involve Day 1 visits only (q3w).",,2022.0
PMID 34890214 a_Summary_SoE.pdf,Arm 2 (Trastuzumab Emtansine + Pertuzumab),intervention,2.0,2.0,6.0,10.0,14.0,19.0,21.0,Anthracycline phase: Day 1 of 4 cycles (q3w). HER2 phase: Day 1 of 18 cycles (q3w).,,2022.0
PMID 34891224 a_Summary_SoE.pdf,Axicabtagene Ciloleucel,intervention,2.0,12.0,13.0,15.0,16.0,17.0,0.0,"Leukapheresis (1 day), Conditioning Chemotherapy (3 days), Single Infusion (1 day), followed by a minimum 7-day observation period.",,2022.0
PMID 34891224 a_Summary_SoE.pdf,"Standard of Care (SOC) therapy (R-ICE, R-DHAP, R-ESHAP, or R-GDP)",control,2.0,6.0,33.0,35.0,36.0,37.0,21.0,"2-3 cycles of combination chemotherapy (3-5 days per cycle), stem cell collection (~2 days), and HDT/ASCT (~21 days hospitalization).",,2022.0
PMID 34914339 a_Summary_SoE.pdf,Arm 1 (Chemotherapy plus Endocrine Therapy),intervention,3.0,2.0,5.0,7.0,8.0,9.0,21.0,Chemotherapy cycles (q3 weeks) followed by clinic visits every 3 months for the first year.,,2021.0
PMID 34914339 a_Summary_SoE.pdf,Arm 2 (Endocrine Therapy alone),control,3.0,1.0,2.0,3.0,4.0,5.0,,Clinic visits every 3 months for the first year.,,2021.0
PMID 34914889 a_Summary_SoE.pdf,Nivolumab (240 mg IV every 2 weeks),intervention,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Visits occur every 2 weeks (Day 1 of each 14-day cycle) for IV infusion and safety assessments.,,2022.0
PMID 34914889 a_Summary_SoE.pdf,Sorafenib (400 mg PO BID),control,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Visits occur every 2 weeks for safety monitoring and drug dispensing. Imaging occurs every 8 weeks.,,2022.0
PMID 34967844 a_Summary_SoE.pdf,Intervention Group (GnRHa + Chemotherapy),intervention,2.0,3.0,9.0,14.0,15.0,16.0,21.0,Chemotherapy every 21 days (6 cycles); GnRHa every 28 days starting 1-2 weeks pre-chemo; Follow-up every 3 months.,,2022.0
PMID 34967844 a_Summary_SoE.pdf,Control Group (Conventional Chemotherapy),control,1.0,2.0,6.0,8.0,9.0,10.0,21.0,Chemotherapy every 21 days (6 cycles); Follow-up every 3 months.,,2022.0
PMID 34997889 CT_Summary_SoE.pdf,"Carboplatin Arm (Carboplatin, Etoposide, Vincristine)",intervention,3.0,5.0,21.0,32.0,33.0,33.0,28.0,"5 consecutive days of treatment every 28 days for 6 cycles, plus response evaluations at Week 8 and Week 24.",,2022.0
PMID 34997889 CT_Summary_SoE.pdf,"Cyclophosphamide Arm (Cyclophosphamide, Etoposide, Vincristine)",intervention,3.0,5.0,21.0,32.0,33.0,33.0,28.0,"5 consecutive days of treatment every 28 days for 6 cycles, plus response evaluations at Week 8 and Week 24.",,2022.0
PMID 35007153 a_Summary_SoE.pdf,Regimen I (Paclitaxel plus Carboplatin),intervention,2.0,5.0,13.0,19.0,20.0,21.0,21.0,"Day 1 (Treatment), Day 8 (Weekly Lab), Day 15 (Weekly Lab)",,2022.0
PMID 35007153 a_Summary_SoE.pdf,"Regimen II (Ifosfamide, Mesna, and Paclitaxel)",control,2.0,9.0,23.0,31.0,32.0,33.0,21.0,"Days 1, 2, 3 (Treatment), Day 8 (Weekly Lab), Day 15 (Weekly Lab)",,2022.0
PMID 35013615 CT_Summary_SoE.pdf,Arm A (Atezolizumab + Enzalutamide),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,One visit every 21 days (Day 1 of each cycle).,,2022.0
PMID 35013615 CT_Summary_SoE.pdf,Arm B (Enzalutamide Alone),control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,One visit every 21 days (Day 1 of each cycle) for drug dispensing and safety monitoring.,,2022.0
PMID 35030011 a_Summary_SoE.pdf,Arm 1 (PDR001 + Dabrafenib + Trametinib),intervention,1.0,3.0,6.0,9.0,12.0,16.0,28.0,Cycles 1 and 2: Day 1 and Day 15 visits. Cycle 3 onwards: Day 1 visits only.,,2022.0
PMID 35030011 a_Summary_SoE.pdf,Arm 2 (Placebo + Dabrafenib + Trametinib),control,1.0,3.0,6.0,9.0,12.0,16.0,28.0,Cycles 1 and 2: Day 1 and Day 15 visits. Cycle 3 onwards: Day 1 visits only.,,2022.0
PMID 35032434 a_Summary_SoE.pdf,Arm A (Melflufen + Dexamethasone),intervention,1.0,5.0,13.0,26.0,39.0,53.0,28.0,"Days 1, 8, 15, and 22 of each 28-day cycle.",,2022.0
PMID 35032434 a_Summary_SoE.pdf,Arm B (Pomalidomide + Dexamethasone),control,1.0,5.0,13.0,26.0,39.0,53.0,28.0,"Days 1, 8, 15, and 22 of each 28-day cycle.",,2022.0
PMID 35038433 CT_Summary_SoE.pdf,Arm 1 (Trastuzumab + Chemoradiation + Surgery + Maintenance Trastuzumab),intervention,3.0,22.0,31.0,35.0,41.0,46.0,21.0,Daily radiation (5 days/week) for 28 fractions; weekly chemotherapy/trastuzumab during radiation; surgery 5-8 weeks post-radiation; maintenance trastuzumab every 3 weeks for 13 treatments.,,2022.0
PMID 35038433 CT_Summary_SoE.pdf,Arm 2 (Chemoradiation + Surgery),control,3.0,22.0,31.0,31.0,32.0,33.0,7.0,Daily radiation (5 days/week) for 28 fractions; weekly chemotherapy during radiation; surgery 5-8 weeks post-radiation.,,2022.0
PMID 35045221 a_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),intervention,1.0,3.0,8.0,14.0,19.0,26.0,21.0,Day 1 of each 21-day cycle for treatment; Day 15 of Cycles 1 and 2 for mandatory clinic visits/labs.,,2022.0
PMID 35045221 a_Summary_SoE.pdf,Arm B (TPC - Paclitaxel),control,1.0,4.0,11.0,23.0,34.0,46.0,28.0,"Days 1, 8, and 15 of each 28-day cycle for treatment infusions.",,2022.0
PMID 35108470 a_Summary_SoE.pdf,Arm A (Nivolumab + Ipilimumab),intervention,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Nivolumab Q2W (Day 1 of each 14-day cycle) and Ipilimumab Q6W (coincides with Nivolumab visits).,,2022.0
PMID 35108470 a_Summary_SoE.pdf,Arm B (Nivolumab + Fluorouracil + Cisplatin),intervention,2.0,8.0,23.0,41.0,60.0,79.0,28.0,FP Chemotherapy Days 1-5 and Nivolumab Day 1 and Day 15 of each 28-day cycle.,,2022.0
PMID 35108470 a_Summary_SoE.pdf,Arm C (Fluorouracil + Cisplatin),control,2.0,7.0,20.0,35.0,50.0,66.0,28.0,FP Chemotherapy Days 1-5 of each 28-day cycle.,,2022.0
PMID 35142815 a_Summary_SoE.pdf,Arm A (DCVAC/PCa + Standard of Care),intervention,4.0,3.0,8.0,17.0,21.0,24.0,21.0,"Concurrent Treatment Period (CTP): 3-week cycles. Cycle 1 has 1 visit (Week 1). Cycles 2-10 have 2 visits (Week 1 for SOC, Week 2 for Study Drug). Maintenance Boosting Period (MBP): 4-week cycles with 1 visit per cycle.",,2022.0
PMID 35142815 a_Summary_SoE.pdf,Arm B (Placebo + Standard of Care),control,4.0,3.0,8.0,17.0,21.0,24.0,21.0,"Concurrent Treatment Period (CTP): 3-week cycles. Cycle 1 has 1 visit (Week 1). Cycles 2-10 have 2 visits (Week 1 for SOC, Week 2 for Placebo). Maintenance Boosting Period (MBP): 4-week cycles with 1 visit per cycle.",,2022.0
PMID 35179323 a_Summary_SoE.pdf,Darolutamide + ADT + Docetaxel,intervention,3.0,2.0,5.0,7.0,8.0,9.0,21.0,Docetaxel infusions every 21 days for 6 cycles; Maintenance visits every 12 weeks thereafter.,,2022.0
PMID 35179323 a_Summary_SoE.pdf,Placebo + ADT + Docetaxel,control,3.0,2.0,5.0,7.0,8.0,9.0,21.0,Docetaxel infusions every 21 days for 6 cycles; Maintenance visits every 12 weeks thereafter.,,2022.0
PMID 35192411 a_Summary_SoE.pdf,Arm A (Selumetinib + RAI),intervention,1.0,4.0,8.0,9.0,9.0,10.0,,"Screening (Visit 1), Day 1 (Visit 2), Day 14 (Visit 3), Day 29 (Visit 4), Day 30 (Visit 4), Day 31 (Visit 5), Day 36 (Visit 6), Day 38 (WBS), Week 10 (Visit 7), 4 Months post-RAI (Visit 8), 9 Months post-RAI (Visit 9).",,2022.0
PMID 35192411 a_Summary_SoE.pdf,Arm B (Placebo + RAI),control,1.0,4.0,8.0,9.0,9.0,10.0,,"Screening (Visit 1), Day 1 (Visit 2), Day 14 (Visit 3), Day 29 (Visit 4), Day 30 (Visit 4), Day 31 (Visit 5), Day 36 (Visit 6), Day 38 (WBS), Week 10 (Visit 7), 4 Months post-RAI (Visit 8), 9 Months post-RAI (Visit 9).",,2022.0
PMID 35213496 CT_Summary_SoE.pdf,Group DB (Deep Neuromuscular block),intervention,1.0,4.0,4.0,4.0,4.0,4.0,0.0,"Screening visit, Surgery (Day 1), Post-operative Day 2 (24h VAS), Post-operative Day 3 (48h VAS), and Follow-up visit at POD 30.",,2022.0
PMID 35213496 CT_Summary_SoE.pdf,Group MB (Moderate Neuromuscular block),control,1.0,4.0,4.0,4.0,4.0,4.0,0.0,"Screening visit, Surgery (Day 1), Post-operative Day 2 (24h VAS), Post-operative Day 3 (48h VAS), and Follow-up visit at POD 30.",,2022.0
PMID 35240074a_Summary_SoE.pdf,Avatrombopag,intervention,1.0,7.0,17.0,30.0,42.0,57.0,28.0,"Cycle X+1: 7 visits (Baseline, Pre-chemo IP, Chemo Day, Post-chemo IP, D11, D15, D18); Cycle X+2: 4 visits (Chemo Day, D11, D15, D18); OLE Cycles: 4 visits (Pre-chemo IP, Chemo Day, Post-chemo IP, D15).",,2022.0
PMID 35240074a_Summary_SoE.pdf,Placebo,control,1.0,7.0,17.0,30.0,42.0,57.0,28.0,"Cycle X+1: 7 visits (Baseline, Pre-chemo IP, Chemo Day, Post-chemo IP, D11, D15, D18); Cycle X+2: 4 visits (Chemo Day, D11, D15, D18); OLE Cycles: 4 visits (Pre-chemo IP, Chemo Day, Post-chemo IP, D15).",,2022.0
PMID 35245446 CT_Summary_SoE.pdf,Group A (Toripalimab + Paclitaxel + Cisplatin),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of every 3-week cycle (Q3W).,,2022.0
PMID 35245446 CT_Summary_SoE.pdf,Group B (Placebo + Paclitaxel + Cisplatin),control,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Day 1 of every 3-week cycle (Q3W).,,2022.0
PMID 35271306 a_Summary_SoE.pdf,Arm A (Modified ABFM Backbone),control,2.0,9.0,29.0,47.0,63.0,79.0,84.0,"Induction (weekly), Consolidation (intensive blocks), Interim Maintenance (approx. every 10 days), Delayed Intensification (intensive blocks), Maintenance (weekly).",,2022.0
PMID 35271306 a_Summary_SoE.pdf,Arm B (ABFM + Bortezomib),intervention,2.0,10.0,30.0,48.0,64.0,80.0,84.0,Same as Arm A with one additional visit day in Induction (Day 11) for Bortezomib administration.,,2022.0
PMID 35290101 a_Summary_SoE.pdf,Arm I (Standard platinum-based chemotherapy),control,2.0,2.0,5.0,9.0,10.0,12.0,21.0,"Day 1 of each cycle for 6 cycles, followed by active surveillance.",,2022.0
PMID 35290101 a_Summary_SoE.pdf,Arm II (Single-agent olaparib),intervention,2.0,3.0,7.0,12.0,15.0,20.0,28.0,"Day 1 of each cycle, plus Day 15 for the first 8 weeks.",,2022.0
PMID 35290101 a_Summary_SoE.pdf,Arm III (Combination of olaparib and cediranib),intervention,2.0,5.0,12.0,17.0,20.0,25.0,28.0,"Day 1 of each cycle, plus weekly visits for the first 8 weeks.",,2022.0
PMID 35298906 CT_Summary_SoE.pdf,Arm A (Rucaparib),intervention,3.0,3.0,6.0,9.0,12.0,16.0,28.0,Day 1 of every 28-day cycle; Day 15 of Cycles 1 and 2 only.,,2022.0
PMID 35298906 CT_Summary_SoE.pdf,Arm B (Chemotherapy),control,3.0,4.0,10.0,20.0,26.0,27.0,28.0,"Days 1, 8, and 15 of every 28-day cycle for a maximum of 8 cycles.",,2022.0
PMID 35320644 a_Summary_SoE.pdf,Arm A (DS-8201a / Trastuzumab deruxtecan),intervention,2.0,4.0,7.0,11.0,15.0,20.0,21.0,"Cycle 1: Days 1, 8, 15; Cycles 2+: Day 1 only",,2022.0
PMID 35320644 a_Summary_SoE.pdf,Arm B (T-DM1 / Ado-trastuzumab emtansine),control,2.0,4.0,7.0,11.0,15.0,20.0,21.0,"Cycle 1: Days 1, 8, 15; Cycles 2+: Day 1 only",,2022.0
PMID 35331641 CT_Summary_SoE.pdf,Arm A (Veliparib + Carboplatin + Paclitaxel),intervention,1.0,4.0,7.0,11.0,15.0,20.0,21.0,"Cycle 1: Days -2, 1, 15. Cycles 2-6: Day 1. Maintenance Phase: Day 1 every 21 days.",,2022.0
PMID 35331641 CT_Summary_SoE.pdf,Arm B (Investigator's Choice Platinum Doublet),control,1.0,4.0,7.0,11.0,15.0,20.0,21.0,"Cycle 1: Days -2, 1, 15. Cycles 2-6: Day 1. Maintenance Phase: Day 1 every 21 days.",,2022.0
PMID 35367007a_Summary_SoE.pdf,Arm A (Pembrolizumab),intervention,2.0,2.0,5.0,9.0,13.0,17.0,21.0,One visit on Day 1 of each 21-day cycle.,,2022.0
PMID 35367007a_Summary_SoE.pdf,Arm B (Placebo),control,2.0,2.0,5.0,9.0,13.0,17.0,21.0,One visit on Day 1 of each 21-day cycle.,,2022.0
PMID 35403841 a_Summary_SoE.pdf,Arm A (Nivolumab plus Ipilimumab),intervention,2.0,3.0,6.0,8.0,10.0,12.0,14.0,"Nivolumab 3 mg/kg Q2W for 3 doses (Day 1, 15, 29); Ipilimumab 1 mg/kg C1D1 only.",,2022.0
PMID 35403841 a_Summary_SoE.pdf,Arm B (Platinum-Doublet Chemotherapy),control,2.0,4.0,9.0,11.0,13.0,15.0,21.0,Platinum-doublet chemotherapy Q3W for 3 cycles. Counted based on Regimen 1/3 (Day 1 and Day 8) as the maximum contact scenario.,,2022.0
PMID 35403841 a_Summary_SoE.pdf,Arm C (Nivolumab plus Platinum-Doublet Chemotherapy),intervention,2.0,4.0,9.0,11.0,13.0,15.0,21.0,Nivolumab 360 mg flat dose Q3W + Platinum-doublet chemotherapy Q3W for 3 cycles. Counted based on Regimen 1/3 (Day 1 and Day 8) as the maximum contact scenario.,,2022.0
PMID 35419607 CT_Summary_SoE.pdf,RT + Nivolumab,intervention,1.0,20.0,35.0,41.0,45.0,51.0,14.0,RT 5 days/week for 6 weeks; Nivolumab Q2W for 8 doses then Q4W; MRI every 8 weeks post-RT.,,2023.0
PMID 35419607 CT_Summary_SoE.pdf,RT + Temozolomide,control,1.0,20.0,33.0,41.0,46.0,48.0,28.0,RT 5 days/week for 6 weeks; Maintenance TMZ 6 cycles (Days 1 and 22 lab visits); MRI every 8 weeks post-RT.,,2023.0
PMID 35427471 CT_Summary_SoE.pdf,Arm 1: Pembrolizumab (MK-3475),intervention,2.0,2.0,5.0,9.0,13.0,18.0,21.0,Pembrolizumab 200 mg IV every 3 weeks (Q3W).,,2022.0
PMID 35427471 CT_Summary_SoE.pdf,Arm 2: Standard of Care (SOC) Chemotherapy,control,2.0,3.0,7.0,13.0,20.0,27.0,14.0,Standard of Care chemotherapy (mFOLFOX6 or FOLFIRI) every 2 weeks (Q2W).,,2022.0
PMID 35442766 a_Summary_SoE.pdf,Arm A (Tislelizumab),intervention,1.0,5.0,9.0,13.0,17.0,22.0,21.0,"Cycles 1-2: Days 1, 8, 15; Cycle 3 and subsequent cycles: Day 1 only.",,2022.0
PMID 35442766 a_Summary_SoE.pdf,Arm B (Investigator-Chosen Chemotherapy),control,1.0,5.0,9.0,13.0,17.0,22.0,21.0,"Cycles 1-2: Days 1, 8, 15; Cycle 3 and subsequent cycles: Day 1 only.",,2022.0
